Job Title,Job Description,Required Skills,Salary Range,Location,Company,Experience Level,Industry,Job Type,Date Posted,Min Salary,Max Salary,Month,Avg Salary,JobID,All,Job Description	
DataScientist,OptimizeJava-basedwebapplicationswithHibernateforperformance.,"docker,hibernate,java",£39-£53,HoChiMinhCity,LazadaVietnam,Mid-Level,ITInfrastructure,Full-Time,2020-03-25,39,53,2020-03,46.0,1702,"DataScientist,OptimizeJava-basedwebapplicationswithHibernateforperformance.,docker,hibernate,java,£39-£53,HoChiMinhCity,LazadaVietnam,Mid-Level,ITInfrastructure,Full-Time,2020-03-25,39,53,2020-03,46.0,1702",1702
WebApplicationDeveloper,BuildfullstacksolutionsusingGittoenhanceuserexperience.,"git,python,react",£35-£41,Hanoi,KMSTechnology,Mid-Level,DataScience,Full-Time,2020-01-13,35,41,2020-01,38.0,1703,"WebApplicationDeveloper,BuildfullstacksolutionsusingGittoenhanceuserexperience.,git,python,react,£35-£41,Hanoi,KMSTechnology,Mid-Level,DataScience,Full-Time,2020-01-13,35,41,2020-01,38.0,1703",1703
JavaDeveloper,DesignscalablebackendsystemswithGittosupportwebplatforms.,"aws,git,mongodb",£18-£27,DaNang,Tiki,Entry-Level,MobileDevelopment,Full-Time,2020-11-28,18,27,2020-11,22.5,1704,"JavaDeveloper,DesignscalablebackendsystemswithGittosupportwebplatforms.,aws,git,mongodb,£18-£27,DaNang,Tiki,Entry-Level,MobileDevelopment,Full-Time,2020-11-28,18,27,2020-11,22.5,1704",1704
SoftwareEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingJava.,"git,java,mongodb,sql",£41-£52,Hanoi,CMCGlobal,Mid-Level,MobileDevelopment,Contract-Type,2020-12-28,41,52,2020-12,46.5,1705,"SoftwareEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingJava.,git,java,mongodb,sql,£41-£52,Hanoi,CMCGlobal,Mid-Level,MobileDevelopment,Contract-Type,2020-12-28,41,52,2020-12,46.5,1705",1705
SoftwareEngineer,DesignscalablebackendsystemswithSQLtosupportwebplatforms.,"node.js,python,react,sql",£58-£70,HoChiMinhCity,VinAI,Senior,ArtificialIntelligence,Contract-Type,2020-07-30,58,70,2020-07,64.0,1706,"SoftwareEngineer,DesignscalablebackendsystemswithSQLtosupportwebplatforms.,node.js,python,react,sql,£58-£70,HoChiMinhCity,VinAI,Senior,ArtificialIntelligence,Contract-Type,2020-07-30,58,70,2020-07,64.0,1706",1706
CloudEngineer,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,"aws,hibernate",£36-£44,Remote,GrabVietnam,Mid-Level,MobileDevelopment,Part-Time,2020-12-13,36,44,2020-12,40.0,1707,"CloudEngineer,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,aws,hibernate,£36-£44,Remote,GrabVietnam,Mid-Level,MobileDevelopment,Part-Time,2020-12-13,36,44,2020-12,40.0,1707",1707
SoftwareEngineer,IntegrateAPIsandmicroservicesusingNode.jsforwebsystems.,"aws,hibernate,node.js,react",£41-£51,HoChiMinhCity,CMCGlobal,Mid-Level,WebDevelopment,Full-Time,2020-03-14,41,51,2020-03,46.0,1708,"SoftwareEngineer,IntegrateAPIsandmicroservicesusingNode.jsforwebsystems.,aws,hibernate,node.js,react,£41-£51,HoChiMinhCity,CMCGlobal,Mid-Level,WebDevelopment,Full-Time,2020-03-14,41,51,2020-03,46.0,1708",1708
SoftwareEngineer,Createresponsivefront-endinterfaceswithReactformodernwebapps.,"hibernate,react",£59-£72,Hanoi,LazadaVietnam,Senior,ArtificialIntelligence,Part-Time,2020-08-22,59,72,2020-08,65.5,1709,"SoftwareEngineer,Createresponsivefront-endinterfaceswithReactformodernwebapps.,hibernate,react,£59-£72,Hanoi,LazadaVietnam,Senior,ArtificialIntelligence,Part-Time,2020-08-22,59,72,2020-08,65.5,1709",1709
WebApplicationDeveloper,Createresponsivefront-endinterfaceswithAWSformodernwebapps.,"aws,git,hibernate",£58-£68,HoChiMinhCity,GrabVietnam,Senior,MobileDevelopment,Full-Time,2020-05-24,58,68,2020-05,63.0,1710,"WebApplicationDeveloper,Createresponsivefront-endinterfaceswithAWSformodernwebapps.,aws,git,hibernate,£58-£68,HoChiMinhCity,GrabVietnam,Senior,MobileDevelopment,Full-Time,2020-05-24,58,68,2020-05,63.0,1710",1710
CloudEngineer,IntegrateAPIsandmicroservicesusingJavaforwebsystems.,"aws,hibernate,java,postgresql",£26-£31,HoChiMinhCity,Tiki,Entry-Level,MobileDevelopment,Contract-Type,2020-02-13,26,31,2020-02,28.5,1711,"CloudEngineer,IntegrateAPIsandmicroservicesusingJavaforwebsystems.,aws,hibernate,java,postgresql,£26-£31,HoChiMinhCity,Tiki,Entry-Level,MobileDevelopment,Contract-Type,2020-02-13,26,31,2020-02,28.5,1711",1711
DataScientist,OptimizeJava-basedwebapplicationswithJavaforperformance.,"git,java",£57-£70,Hanoi,CMCGlobal,Senior,CloudComputing,Contract-Type,2020-03-19,57,70,2020-03,63.5,1712,"DataScientist,OptimizeJava-basedwebapplicationswithJavaforperformance.,git,java,£57-£70,Hanoi,CMCGlobal,Senior,CloudComputing,Contract-Type,2020-03-19,57,70,2020-03,63.5,1712",1712
BackendDeveloper,DevelopandmaintainwebapplicationsusingSQLforclientprojects.,"node.js,sql",£50-£55,DaNang,NashTech,Senior,CloudComputing,Full-Time,2020-09-21,50,55,2020-09,52.5,1713,"BackendDeveloper,DevelopandmaintainwebapplicationsusingSQLforclientprojects.,node.js,sql,£50-£55,DaNang,NashTech,Senior,CloudComputing,Full-Time,2020-09-21,50,55,2020-09,52.5,1713",1713
WebApplicationDeveloper,BuildfullstacksolutionsusingGittoenhanceuserexperience.,"git,java,mongodb",£39-£45,Hanoi,Haravan,Mid-Level,WebDevelopment,Full-Time,2020-02-03,39,45,2020-02,42.0,1714,"WebApplicationDeveloper,BuildfullstacksolutionsusingGittoenhanceuserexperience.,git,java,mongodb,£39-£45,Hanoi,Haravan,Mid-Level,WebDevelopment,Full-Time,2020-02-03,39,45,2020-02,42.0,1714",1714
WebApplicationDeveloper,DevelopandmaintainwebapplicationsusingJavaforclientprojects.,"java,postgresql,sql",£60-£68,Hanoi,TMASolutions,Senior,Cybersecurity,Full-Time,2020-10-25,60,68,2020-10,64.0,1715,"WebApplicationDeveloper,DevelopandmaintainwebapplicationsusingJavaforclientprojects.,java,postgresql,sql,£60-£68,Hanoi,TMASolutions,Senior,Cybersecurity,Full-Time,2020-10-25,60,68,2020-10,64.0,1715",1715
SoftwareEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingMongoDB.,"java,mongodb",£20-£28,HoChiMinhCity,AxonActive,Entry-Level,ArtificialIntelligence,Full-Time,2020-07-04,20,28,2020-07,24.0,1716,"SoftwareEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingMongoDB.,java,mongodb,£20-£28,HoChiMinhCity,AxonActive,Entry-Level,ArtificialIntelligence,Full-Time,2020-07-04,20,28,2020-07,24.0,1716",1716
SoftwareEngineer,DesignscalablebackendsystemswithJavatosupportwebplatforms.,"java,node.js",£35-£49,Remote,VinAI,Mid-Level,ITInfrastructure,Full-Time,2020-09-09,35,49,2020-09,42.0,1717,"SoftwareEngineer,DesignscalablebackendsystemswithJavatosupportwebplatforms.,java,node.js,£35-£49,Remote,VinAI,Mid-Level,ITInfrastructure,Full-Time,2020-09-09,35,49,2020-09,42.0,1717",1717
WebDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingPostgreSQL.,"git,postgresql,sql",£63-£70,HoChiMinhCity,CMCGlobal,Senior,SoftwareDevelopment,Full-Time,2020-03-22,63,70,2020-03,66.5,1718,"WebDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingPostgreSQL.,git,postgresql,sql,£63-£70,HoChiMinhCity,CMCGlobal,Senior,SoftwareDevelopment,Full-Time,2020-03-22,63,70,2020-03,66.5,1718",1718
DataScientist,IntegrateAPIsandmicroservicesusingSQLforwebsystems.,"docker,hibernate,sql",£55-£60,DaNang,ViettelSolutions,Senior,CloudComputing,Full-Time,2020-10-27,55,60,2020-10,57.5,1719,"DataScientist,IntegrateAPIsandmicroservicesusingSQLforwebsystems.,docker,hibernate,sql,£55-£60,DaNang,ViettelSolutions,Senior,CloudComputing,Full-Time,2020-10-27,55,60,2020-10,57.5,1719",1719
BackendDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingMongoDB.,"mongodb,python,react,springboot",£40-£48,Hanoi,Haravan,Mid-Level,MobileDevelopment,Full-Time,2020-03-21,40,48,2020-03,44.0,1720,"BackendDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingMongoDB.,mongodb,python,react,springboot,£40-£48,Hanoi,Haravan,Mid-Level,MobileDevelopment,Full-Time,2020-03-21,40,48,2020-03,44.0,1720",1720
WebDeveloper,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,"aws,docker,springboot",£23-£30,HoChiMinhCity,VNG,Entry-Level,ArtificialIntelligence,Part-Time,2020-02-21,23,30,2020-02,26.5,1721,"WebDeveloper,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,aws,docker,springboot,£23-£30,HoChiMinhCity,VNG,Entry-Level,ArtificialIntelligence,Part-Time,2020-02-21,23,30,2020-02,26.5,1721",1721
FullStackDeveloper,Createresponsivefront-endinterfaceswithReactformodernwebapps.,"hibernate,mongodb,react",£33-£48,HoChiMinhCity,ShopeeVietnam,Mid-Level,CloudComputing,Full-Time,2020-02-13,33,48,2020-02,40.5,1722,"FullStackDeveloper,Createresponsivefront-endinterfaceswithReactformodernwebapps.,hibernate,mongodb,react,£33-£48,HoChiMinhCity,ShopeeVietnam,Mid-Level,CloudComputing,Full-Time,2020-02-13,33,48,2020-02,40.5,1722",1722
WebApplicationDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingSQL.,"git,sql",£30-£37,DaNang,AxonActive,Mid-Level,ITInfrastructure,Full-Time,2020-08-28,30,37,2020-08,33.5,1723,"WebApplicationDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingSQL.,git,sql,£30-£37,DaNang,AxonActive,Mid-Level,ITInfrastructure,Full-Time,2020-08-28,30,37,2020-08,33.5,1723",1723
JavaDeveloper,IntegrateAPIsandmicroservicesusingAWSforwebsystems.,"aws,docker,postgresql,sql",£50-£59,NhaTrang,ShopeeVietnam,Senior,DataScience,Full-Time,2020-06-05,50,59,2020-06,54.5,1724,"JavaDeveloper,IntegrateAPIsandmicroservicesusingAWSforwebsystems.,aws,docker,postgresql,sql,£50-£59,NhaTrang,ShopeeVietnam,Senior,DataScience,Full-Time,2020-06-05,50,59,2020-06,54.5,1724",1724
FullStackDeveloper,IntegrateAPIsandmicroservicesusingGitforwebsystems.,"git,node.js,python",£59-£66,DaNang,Tiki,Senior,MobileDevelopment,Full-Time,2020-09-24,59,66,2020-09,62.5,1725,"FullStackDeveloper,IntegrateAPIsandmicroservicesusingGitforwebsystems.,git,node.js,python,£59-£66,DaNang,Tiki,Senior,MobileDevelopment,Full-Time,2020-09-24,59,66,2020-09,62.5,1725",1725
WebApplicationDeveloper,DesignscalablebackendsystemswithAWStosupportwebplatforms.,"aws,docker,mongodb,sql",£24-£36,Hanoi,AxonActive,Entry-Level,Cybersecurity,Full-Time,2020-06-25,24,36,2020-06,30.0,1726,"WebApplicationDeveloper,DesignscalablebackendsystemswithAWStosupportwebplatforms.,aws,docker,mongodb,sql,£24-£36,Hanoi,AxonActive,Entry-Level,Cybersecurity,Full-Time,2020-06-25,24,36,2020-06,30.0,1726",1726
DataScientist,OptimizeJava-basedwebapplicationswithSpringBootforperformance.,"mongodb,springboot",£26-£32,HoChiMinhCity,LazadaVietnam,Entry-Level,MobileDevelopment,Contract-Type,2020-05-17,26,32,2020-05,29.0,1727,"DataScientist,OptimizeJava-basedwebapplicationswithSpringBootforperformance.,mongodb,springboot,£26-£32,HoChiMinhCity,LazadaVietnam,Entry-Level,MobileDevelopment,Contract-Type,2020-05-17,26,32,2020-05,29.0,1727",1727
BackendDeveloper,DesignscalablebackendsystemswithSQLtosupportwebplatforms.,"hibernate,postgresql,springboot,sql",£24-£38,HoChiMinhCity,Zalo,Entry-Level,CloudComputing,Full-Time,2020-11-11,24,38,2020-11,31.0,1728,"BackendDeveloper,DesignscalablebackendsystemswithSQLtosupportwebplatforms.,hibernate,postgresql,springboot,sql,£24-£38,HoChiMinhCity,Zalo,Entry-Level,CloudComputing,Full-Time,2020-11-11,24,38,2020-11,31.0,1728",1728
WebApplicationDeveloper,OptimizeJava-basedwebapplicationswithSpringBootforperformance.,"mongodb,node.js,react,springboot",£25-£39,Hanoi,TMASolutions,Entry-Level,WebDevelopment,Part-Time,2020-10-11,25,39,2020-10,32.0,1729,"WebApplicationDeveloper,OptimizeJava-basedwebapplicationswithSpringBootforperformance.,mongodb,node.js,react,springboot,£25-£39,Hanoi,TMASolutions,Entry-Level,WebDevelopment,Part-Time,2020-10-11,25,39,2020-10,32.0,1729",1729
DataScientist,BuildfullstacksolutionsusingReacttoenhanceuserexperience.,"aws,java,react",£16-£22,Remote,VinAI,Entry-Level,ITInfrastructure,Full-Time,2020-04-16,16,22,2020-04,19.0,1730,"DataScientist,BuildfullstacksolutionsusingReacttoenhanceuserexperience.,aws,java,react,£16-£22,Remote,VinAI,Entry-Level,ITInfrastructure,Full-Time,2020-04-16,16,22,2020-04,19.0,1730",1730
WebApplicationDeveloper,Createresponsivefront-endinterfaceswithPythonformodernwebapps.,"python,springboot",£39-£45,Hanoi,Zalo,Mid-Level,MobileDevelopment,Part-Time,2020-03-04,39,45,2020-03,42.0,1731,"WebApplicationDeveloper,Createresponsivefront-endinterfaceswithPythonformodernwebapps.,python,springboot,£39-£45,Hanoi,Zalo,Mid-Level,MobileDevelopment,Part-Time,2020-03-04,39,45,2020-03,42.0,1731",1731
WebDeveloper,BuildfullstacksolutionsusingNode.jstoenhanceuserexperience.,"node.js,react,springboot",£42-£54,HoChiMinhCity,Haravan,Mid-Level,WebDevelopment,Full-Time,2020-02-08,42,54,2020-02,48.0,1732,"WebDeveloper,BuildfullstacksolutionsusingNode.jstoenhanceuserexperience.,node.js,react,springboot,£42-£54,HoChiMinhCity,Haravan,Mid-Level,WebDevelopment,Full-Time,2020-02-08,42,54,2020-02,48.0,1732",1732
BackendDeveloper,Createresponsivefront-endinterfaceswithAWSformodernwebapps.,"aws,python,react",£59-£74,HoChiMinhCity,VinAI,Senior,ArtificialIntelligence,Full-Time,2020-10-06,59,74,2020-10,66.5,1733,"BackendDeveloper,Createresponsivefront-endinterfaceswithAWSformodernwebapps.,aws,python,react,£59-£74,HoChiMinhCity,VinAI,Senior,ArtificialIntelligence,Full-Time,2020-10-06,59,74,2020-10,66.5,1733",1733
WebApplicationDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingGit.,"git,hibernate,java,sql",£38-£44,HoChiMinhCity,TechcombankIT,Mid-Level,SoftwareDevelopment,Full-Time,2020-08-23,38,44,2020-08,41.0,1734,"WebApplicationDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingGit.,git,hibernate,java,sql,£38-£44,HoChiMinhCity,TechcombankIT,Mid-Level,SoftwareDevelopment,Full-Time,2020-08-23,38,44,2020-08,41.0,1734",1734
FullStackDeveloper,DesignscalablebackendsystemswithReacttosupportwebplatforms.,"mongodb,react",£33-£40,Remote,FPTSoftware,Mid-Level,CloudComputing,Full-Time,2020-06-16,33,40,2020-06,36.5,1735,"FullStackDeveloper,DesignscalablebackendsystemswithReacttosupportwebplatforms.,mongodb,react,£33-£40,Remote,FPTSoftware,Mid-Level,CloudComputing,Full-Time,2020-06-16,33,40,2020-06,36.5,1735",1735
FullStackDeveloper,DesignscalablebackendsystemswithPostgreSQLtosupportwebplatforms.,"aws,postgresql",£53-£62,CanTho,NexlifyVietnam,Senior,DataScience,Part-Time,2020-01-15,53,62,2020-01,57.5,1736,"FullStackDeveloper,DesignscalablebackendsystemswithPostgreSQLtosupportwebplatforms.,aws,postgresql,£53-£62,CanTho,NexlifyVietnam,Senior,DataScience,Part-Time,2020-01-15,53,62,2020-01,57.5,1736",1736
BackendDeveloper,DesignscalablebackendsystemswithGittosupportwebplatforms.,"aws,git,react",£64-£75,HoChiMinhCity,Zalo,Senior,ArtificialIntelligence,Contract-Type,2020-03-11,64,75,2020-03,69.5,1737,"BackendDeveloper,DesignscalablebackendsystemswithGittosupportwebplatforms.,aws,git,react,£64-£75,HoChiMinhCity,Zalo,Senior,ArtificialIntelligence,Contract-Type,2020-03-11,64,75,2020-03,69.5,1737",1737
DataScientist,Createresponsivefront-endinterfaceswithGitformodernwebapps.,"git,java,postgresql",£36-£41,DaNang,GrabVietnam,Mid-Level,CloudComputing,Full-Time,2020-02-25,36,41,2020-02,38.5,1738,"DataScientist,Createresponsivefront-endinterfaceswithGitformodernwebapps.,git,java,postgresql,£36-£41,DaNang,GrabVietnam,Mid-Level,CloudComputing,Full-Time,2020-02-25,36,41,2020-02,38.5,1738",1738
DataScientist,DesignscalablebackendsystemswithPostgreSQLtosupportwebplatforms.,"node.js,postgresql",£51-£60,Remote,Haravan,Senior,ITInfrastructure,Contract-Type,2020-10-19,51,60,2020-10,55.5,1739,"DataScientist,DesignscalablebackendsystemswithPostgreSQLtosupportwebplatforms.,node.js,postgresql,£51-£60,Remote,Haravan,Senior,ITInfrastructure,Contract-Type,2020-10-19,51,60,2020-10,55.5,1739",1739
WebApplicationDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingMongoDB.,"mongodb,python,react",£32-£44,Remote,VinAI,Mid-Level,MobileDevelopment,Part-Time,2020-03-16,32,44,2020-03,38.0,1740,"WebApplicationDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingMongoDB.,mongodb,python,react,£32-£44,Remote,VinAI,Mid-Level,MobileDevelopment,Part-Time,2020-03-16,32,44,2020-03,38.0,1740",1740
WebDeveloper,BuildfullstacksolutionsusingGittoenhanceuserexperience.,"aws,git,mongodb,node.js",£42-£56,HoChiMinhCity,AxonActive,Mid-Level,DataScience,Full-Time,2020-01-10,42,56,2020-01,49.0,1741,"WebDeveloper,BuildfullstacksolutionsusingGittoenhanceuserexperience.,aws,git,mongodb,node.js,£42-£56,HoChiMinhCity,AxonActive,Mid-Level,DataScience,Full-Time,2020-01-10,42,56,2020-01,49.0,1741",1741
WebDeveloper,DesignscalablebackendsystemswithReacttosupportwebplatforms.,"java,react",£56-£71,DaNang,Tiki,Senior,ITInfrastructure,Full-Time,2020-05-06,56,71,2020-05,63.5,1742,"WebDeveloper,DesignscalablebackendsystemswithReacttosupportwebplatforms.,java,react,£56-£71,DaNang,Tiki,Senior,ITInfrastructure,Full-Time,2020-05-06,56,71,2020-05,63.5,1742",1742
CloudEngineer,DesignscalablebackendsystemswithPythontosupportwebplatforms.,"git,python,springboot,sql",£62-£70,HoChiMinhCity,Haravan,Senior,DataScience,Full-Time,2020-07-19,62,70,2020-07,66.0,1743,"CloudEngineer,DesignscalablebackendsystemswithPythontosupportwebplatforms.,git,python,springboot,sql,£62-£70,HoChiMinhCity,Haravan,Senior,DataScience,Full-Time,2020-07-19,62,70,2020-07,66.0,1743",1743
WebApplicationDeveloper,DesignscalablebackendsystemswithJavatosupportwebplatforms.,"aws,git,java,sql",£26-£40,HoChiMinhCity,ViettelSolutions,Entry-Level,DataScience,Full-Time,2020-06-16,26,40,2020-06,33.0,1744,"WebApplicationDeveloper,DesignscalablebackendsystemswithJavatosupportwebplatforms.,aws,git,java,sql,£26-£40,HoChiMinhCity,ViettelSolutions,Entry-Level,DataScience,Full-Time,2020-06-16,26,40,2020-06,33.0,1744",1744
SoftwareEngineer,DesignscalablebackendsystemswithJavatosupportwebplatforms.,"java,python,springboot",£64-£77,HoChiMinhCity,ShopeeVietnam,Senior,DataScience,Full-Time,2020-03-04,64,77,2020-03,70.5,1745,"SoftwareEngineer,DesignscalablebackendsystemswithJavatosupportwebplatforms.,java,python,springboot,£64-£77,HoChiMinhCity,ShopeeVietnam,Senior,DataScience,Full-Time,2020-03-04,64,77,2020-03,70.5,1745",1745
CloudEngineer,OptimizeJava-basedwebapplicationswithJavaforperformance.,"docker,git,java,node.js",£64-£69,HoChiMinhCity,Tiki,Senior,ITInfrastructure,Contract-Type,2020-08-10,64,69,2020-08,66.5,1746,"CloudEngineer,OptimizeJava-basedwebapplicationswithJavaforperformance.,docker,git,java,node.js,£64-£69,HoChiMinhCity,Tiki,Senior,ITInfrastructure,Contract-Type,2020-08-10,64,69,2020-08,66.5,1746",1746
WebApplicationDeveloper,DesignscalablebackendsystemswithAWStosupportwebplatforms.,"aws,hibernate",£36-£47,Hanoi,FPTSoftware,Mid-Level,DataScience,Full-Time,2020-09-17,36,47,2020-09,41.5,1747,"WebApplicationDeveloper,DesignscalablebackendsystemswithAWStosupportwebplatforms.,aws,hibernate,£36-£47,Hanoi,FPTSoftware,Mid-Level,DataScience,Full-Time,2020-09-17,36,47,2020-09,41.5,1747",1747
JavaDeveloper,Createresponsivefront-endinterfaceswithPythonformodernwebapps.,"java,node.js,python",£56-£65,DaNang,NexlifyVietnam,Senior,WebDevelopment,Part-Time,2020-09-10,56,65,2020-09,60.5,1748,"JavaDeveloper,Createresponsivefront-endinterfaceswithPythonformodernwebapps.,java,node.js,python,£56-£65,DaNang,NexlifyVietnam,Senior,WebDevelopment,Part-Time,2020-09-10,56,65,2020-09,60.5,1748",1748
DataScientist,OptimizeJava-basedwebapplicationswithGitforperformance.,"aws,git,postgresql",£58-£73,HoChiMinhCity,Haravan,Senior,Cybersecurity,Full-Time,2020-09-08,58,73,2020-09,65.5,1749,"DataScientist,OptimizeJava-basedwebapplicationswithGitforperformance.,aws,git,postgresql,£58-£73,HoChiMinhCity,Haravan,Senior,Cybersecurity,Full-Time,2020-09-08,58,73,2020-09,65.5,1749",1749
CloudEngineer,DevelopandmaintainwebapplicationsusingHibernateforclientprojects.,"hibernate,springboot",£24-£31,Hanoi,ShopeeVietnam,Entry-Level,WebDevelopment,Part-Time,2020-02-16,24,31,2020-02,27.5,1750,"CloudEngineer,DevelopandmaintainwebapplicationsusingHibernateforclientprojects.,hibernate,springboot,£24-£31,Hanoi,ShopeeVietnam,Entry-Level,WebDevelopment,Part-Time,2020-02-16,24,31,2020-02,27.5,1750",1750
FullStackDeveloper,DevelopandmaintainwebapplicationsusingDockerforclientprojects.,"docker,mongodb,postgresql,sql",£31-£46,Remote,Zalo,Mid-Level,MobileDevelopment,Full-Time,2020-11-06,31,46,2020-11,38.5,1751,"FullStackDeveloper,DevelopandmaintainwebapplicationsusingDockerforclientprojects.,docker,mongodb,postgresql,sql,£31-£46,Remote,Zalo,Mid-Level,MobileDevelopment,Full-Time,2020-11-06,31,46,2020-11,38.5,1751",1751
WebDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingSQL.,"aws,postgresql,sql",£35-£43,HoChiMinhCity,NexlifyVietnam,Mid-Level,ArtificialIntelligence,Full-Time,2020-02-22,35,43,2020-02,39.0,1752,"WebDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingSQL.,aws,postgresql,sql,£35-£43,HoChiMinhCity,NexlifyVietnam,Mid-Level,ArtificialIntelligence,Full-Time,2020-02-22,35,43,2020-02,39.0,1752",1752
SoftwareEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingAWS.,"aws,springboot",£28-£41,DaNang,ShopeeVietnam,Mid-Level,SoftwareDevelopment,Contract-Type,2020-05-30,28,41,2020-05,34.5,1753,"SoftwareEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingAWS.,aws,springboot,£28-£41,DaNang,ShopeeVietnam,Mid-Level,SoftwareDevelopment,Contract-Type,2020-05-30,28,41,2020-05,34.5,1753",1753
WebDeveloper,OptimizeJava-basedwebapplicationswithDockerforperformance.,"docker,mongodb",£63-£77,HoChiMinhCity,NashTech,Senior,ITInfrastructure,Part-Time,2020-11-28,63,77,2020-11,70.0,1754,"WebDeveloper,OptimizeJava-basedwebapplicationswithDockerforperformance.,docker,mongodb,£63-£77,HoChiMinhCity,NashTech,Senior,ITInfrastructure,Part-Time,2020-11-28,63,77,2020-11,70.0,1754",1754
SoftwareEngineer,BuildfullstacksolutionsusingJavatoenhanceuserexperience.,"aws,java,mongodb,python",£65-£79,Hanoi,NexlifyVietnam,Senior,Cybersecurity,Contract-Type,2020-11-24,65,79,2020-11,72.0,1755,"SoftwareEngineer,BuildfullstacksolutionsusingJavatoenhanceuserexperience.,aws,java,mongodb,python,£65-£79,Hanoi,NexlifyVietnam,Senior,Cybersecurity,Contract-Type,2020-11-24,65,79,2020-11,72.0,1755",1755
DataScientist,Createresponsivefront-endinterfaceswithPostgreSQLformodernwebapps.,"docker,postgresql,sql",£61-£73,HoChiMinhCity,Haravan,Senior,SoftwareDevelopment,Contract-Type,2020-12-14,61,73,2020-12,67.0,1756,"DataScientist,Createresponsivefront-endinterfaceswithPostgreSQLformodernwebapps.,docker,postgresql,sql,£61-£73,HoChiMinhCity,Haravan,Senior,SoftwareDevelopment,Contract-Type,2020-12-14,61,73,2020-12,67.0,1756",1756
DataScientist,BuildfullstacksolutionsusingDockertoenhanceuserexperience.,"docker,hibernate",£40-£49,HoChiMinhCity,CMCGlobal,Mid-Level,ITInfrastructure,Full-Time,2020-04-19,40,49,2020-04,44.5,1757,"DataScientist,BuildfullstacksolutionsusingDockertoenhanceuserexperience.,docker,hibernate,£40-£49,HoChiMinhCity,CMCGlobal,Mid-Level,ITInfrastructure,Full-Time,2020-04-19,40,49,2020-04,44.5,1757",1757
SoftwareEngineer,BuildfullstacksolutionsusingPostgreSQLtoenhanceuserexperience.,"docker,git,postgresql",£60-£66,HoChiMinhCity,TechcombankIT,Senior,ArtificialIntelligence,Full-Time,2020-08-28,60,66,2020-08,63.0,1758,"SoftwareEngineer,BuildfullstacksolutionsusingPostgreSQLtoenhanceuserexperience.,docker,git,postgresql,£60-£66,HoChiMinhCity,TechcombankIT,Senior,ArtificialIntelligence,Full-Time,2020-08-28,60,66,2020-08,63.0,1758",1758
JavaDeveloper,BuildfullstacksolutionsusingHibernatetoenhanceuserexperience.,"hibernate,node.js,springboot",£20-£33,DaNang,LazadaVietnam,Entry-Level,ArtificialIntelligence,Full-Time,2020-05-25,20,33,2020-05,26.5,1759,"JavaDeveloper,BuildfullstacksolutionsusingHibernatetoenhanceuserexperience.,hibernate,node.js,springboot,£20-£33,DaNang,LazadaVietnam,Entry-Level,ArtificialIntelligence,Full-Time,2020-05-25,20,33,2020-05,26.5,1759",1759
BackendDeveloper,IntegrateAPIsandmicroservicesusingHibernateforwebsystems.,"hibernate,python,react",£20-£30,HoChiMinhCity,VNG,Entry-Level,SoftwareDevelopment,Contract-Type,2020-11-30,20,30,2020-11,25.0,1760,"BackendDeveloper,IntegrateAPIsandmicroservicesusingHibernateforwebsystems.,hibernate,python,react,£20-£30,HoChiMinhCity,VNG,Entry-Level,SoftwareDevelopment,Contract-Type,2020-11-30,20,30,2020-11,25.0,1760",1760
DataScientist,BuildfullstacksolutionsusingGittoenhanceuserexperience.,"git,sql",£30-£41,CanTho,ShopeeVietnam,Mid-Level,WebDevelopment,Full-Time,2020-01-30,30,41,2020-01,35.5,1761,"DataScientist,BuildfullstacksolutionsusingGittoenhanceuserexperience.,git,sql,£30-£41,CanTho,ShopeeVietnam,Mid-Level,WebDevelopment,Full-Time,2020-01-30,30,41,2020-01,35.5,1761",1761
